# ==============================================================================
# This text file contains our raw results.
#
# Authors:
#   Dustin Kut Moy Cheung
#   Didier Landry
# 
# ==============================================================================

learn 0.01
[ddl@King-George csc2515h]$ python train.py
Loading training data from: ../data/train_32x32.mat
Loading training data done!
Greyscaling filter on the images...
Greyscaling filter done!
(73257, 1024)
(73257, 1)
[0 8 1 ..., 0 5 8]
  InputLayer        	(None, 1024)        	produces    1024 outputs
  DenseLayer        	(None, 100)         	produces     100 outputs
  DenseLayer        	(None, 10)          	produces      10 outputs

 Epoch  |  Train loss  |  Valid loss  |  Train / Val  |  Valid acc  |  Dur
    28  |    0.170081  |    0.536151  |     0.317227  |     86.62%  |  35.0s
    29  |    0.161415  |    0.542148  |     0.297732  |     86.68%  |  35.1s

    ubuntu@ip-10-0-0-236:~/csc2515h$ python train_conv.py
modprobe: ERROR: could not insert 'nvidia_346': Unknown symbol in module, or unknown parameter (see dmesg)
Loading training data from: data/train_32x32.mat
Loading training data done!
(73257, 3, 32, 32)
Greyscaling filter on the images...
Greyscaling filter done!
(73257, 1, 32, 32)
(73257, 1)
[0 8 1 ..., 0 5 8]
  InputLayer        	(None, 1, 32, 32)   	produces    1024 outputs
  Conv2DLayer       	(None, 8, 29, 29)   	produces    6728 outputs
  MaxPool2DLayer    	(None, 8, 15, 15)   	produces    1800 outputs
  Conv2DLayer       	(None, 16, 13, 13)  	produces    2704 outputs
  MaxPool2DLayer    	(None, 16, 7, 7)    	produces     784 outputs
  DenseLayer        	(None, 300)         	produces     300 outputs
  DenseLayer        	(None, 10)          	produces      10 outputs

 Epoch  |  Train loss  |  Valid loss  |  Train / Val  |  Valid acc  |  Dur
--------|--------------|--------------|---------------|-------------|-------
     1  |    2.157764  |    1.785495  |     1.208496  |     41.52%  |  96.6s
     2  |    1.282090  |    1.037156  |     1.236159  |     67.44%  |  96.8s
     3  |    0.795157  |    0.744159  |     1.068531  |     77.07%  |  96.8s
     4  |    0.613481  |    0.631650  |     0.971236  |     80.74%  |  97.0s
     5  |    0.514342  |    0.537819  |     0.956349  |     84.09%  |  96.9s
     6  |    0.452641  |    0.479574  |     0.943839  |     85.83%  |  97.1s
     7  |    0.408064  |    0.444144  |     0.918765  |     86.98%  |  97.0s
     8  |    0.371723  |    0.425846  |     0.872907  |     87.53%  |  96.8s
     9  |    0.341634  |    0.417023  |     0.819220  |     88.00%  |  96.8s
    10  |    0.315216  |    0.409826  |     0.769145  |     88.31%  |  97.0s
    11  |    0.291763  |    0.409947  |     0.711709  |     88.46%  |  96.8s
    12  |    0.269789  |    0.411459  |     0.655689  |     88.52%  |  97.0s
    13  |    0.250176  |    0.411763  |     0.607573  |     88.64%  |  97.1s
    14  |    0.231395  |    0.414870  |     0.557752  |     88.81%  |  97.0s
    15  |    0.214145  |    0.424161  |     0.504867  |     88.70%  |  97.1s

    ubuntu@ip-10-0-0-236:~/csc2515h$ python train_conv.py
modprobe: ERROR: could not insert 'nvidia_346': Unknown symbol in module, or unknown parameter (see dmesg)
Loading training data from: data/train_32x32.mat
Loading training data done!
(73257, 3, 32, 32)
Greyscaling filter on the images...
Greyscaling filter done!
(73257, 1, 32, 32)
(73257, 1)
[0 8 1 ..., 0 5 8]
  InputLayer        	(None, 1, 32, 32)   	produces    1024 outputs
  Conv2DLayer       	(None, 8, 29, 29)   	produces    6728 outputs
  MaxPool2DLayer    	(None, 8, 15, 15)   	produces    1800 outputs
  Conv2DLayer       	(None, 16, 13, 13)  	produces    2704 outputs
  MaxPool2DLayer    	(None, 16, 7, 7)    	produces     784 outputs
  Conv2DLayer       	(None, 32, 5, 5)    	produces     800 outputs
  MaxPool2DLayer    	(None, 32, 3, 3)    	produces     288 outputs
  DenseLayer        	(None, 300)         	produces     300 outputs
  DenseLayer        	(None, 10)          	produces      10 outputs

 Epoch  |  Train loss  |  Valid loss  |  Train / Val  |  Valid acc  |  Dur
--------|--------------|--------------|---------------|-------------|-------
     1  |    2.229345  |    2.210706  |     1.008431  |     18.92%  |  127.9s
     2  |    1.595799  |    1.161016  |     1.374485  |     63.59%  |  128.2s
     3  |    0.813721  |    0.851145  |     0.956031  |     74.64%  |  128.4s
     4  |    0.643995  |    0.713831  |     0.902168  |     78.98%  |  128.4s
     5  |    0.556657  |    0.612253  |     0.909195  |     82.10%  |  128.3s
     6  |    0.500116  |    0.583016  |     0.857808  |     82.99%  |  128.5s
     7  |    0.456159  |    0.549149  |     0.830665  |     84.22%  |  128.4s
     8  |    0.423728  |    0.498369  |     0.850230  |     85.78%  |  128.5s
     9  |    0.394137  |    0.474347  |     0.830905  |     86.53%  |  128.6s
    10  |    0.369036  |    0.452647  |     0.815285  |     87.14%  |  128.5s
    11  |    0.345471  |    0.445269  |     0.775869  |     87.28%  |  128.5s
    12  |    0.324651  |    0.440914  |     0.736314  |     87.59%  |  128.5s
    13  |    0.305376  |    0.442741  |     0.689738  |     87.82%  |  128.6s
    14  |    0.288119  |    0.448485  |     0.642426  |     87.84%  |  128.5s
    15  |    0.269706  |    0.453649  |     0.594527  |     87.88%  |  128.5s
    16  |    0.253739  |    0.473442  |     0.535945  |     87.66%  |  128.6s
    17  |    0.238201  |    0.479602  |     0.496664  |     87.91%  |  128.4s
    18  |    0.223342  |    0.488172  |     0.457506  |     87.71%  |  128.6s
    19  |    0.208209  |    0.522323  |     0.398622  |     87.52%  |  128.5s

    [ddl@King-George csc2515h]$ python train_conv.py
Loading training data from: ../data/train_32x32.mat
Loading training data done!
(73257, 3, 32, 32)
Greyscaling filter on the images...
Greyscaling filter done!
(73257, 1, 32, 32)
(73257, 1)
  InputLayer        	(None, 1, 32, 32)   	produces    1024 outputs
  Conv2DLayer       	(None, 8, 29, 29)   	produces    6728 outputs
  MaxPool2DLayer    	(None, 8, 15, 15)   	produces    1800 outputs
  Conv2DLayer       	(None, 16, 13, 13)  	produces    2704 outputs
  MaxPool2DLayer    	(None, 16, 7, 7)    	produces     784 outputs
  DenseLayer        	(None, 300)         	produces     300 outputs
  DenseLayer        	(None, 10)          	produces      10 outputs

 Epoch  |  Train loss  |  Valid loss  |  Train / Val  |  Valid acc  |  Dur
--------|--------------|--------------|---------------|-------------|-------
     1  |    2.230186  |    2.204315  |     1.011736  |     19.80%  |  190.0s
     2  |    1.895532  |    1.402098  |     1.351925  |     56.06%  |  181.3s
     3  |    0.947712  |    0.848228  |     1.117286  |     74.85%  |  181.9s
     4  |    0.714488  |    0.730543  |     0.978022  |     78.72%  |  177.2s
     5  |    0.620913  |    0.641358  |     0.968122  |     81.95%  |  191.8s
     6  |    0.560612  |    0.608435  |     0.921401  |     83.05%  |  170.2s
     7  |    0.517652  |    0.581640  |     0.889987  |     83.75%  |  171.1s
     8  |    0.482170  |    0.563890  |     0.855078  |     84.19%  |  185.8s
     9  |    0.451599  |    0.554733  |     0.814084  |     84.47%  |  178.4s
    10  |    0.426175  |    0.532869  |     0.799774  |     85.07%  |  166.6s
    11  |    0.402908  |    0.525169  |     0.767198  |     85.54%  |  153.2s
    12  |    0.381690  |    0.520243  |     0.733675  |     85.63%  |  152.6s
    13  |    0.361901  |    0.521457  |     0.694020  |     85.84%  |  152.6s
    14  |    0.343976  |    0.520764  |     0.660521  |     85.94%  |  153.5s
    15  |    0.327227  |    0.531848  |     0.615265  |     85.86%  |  152.3s
    16  |    0.310313  |    0.523319  |     0.592970  |     86.19%  |  211.1s
    17  |    0.295303  |    0.530660  |     0.556482  |     86.16%  |  177.9s
    18  |    0.280481  |    0.538696  |     0.520667  |     86.04%  |  173.0s
    19  |    0.266754  |    0.543135  |     0.491138  |     86.21%  |  171.0s
    20  |    0.252704  |    0.553561  |     0.456506  |     86.23%  |  204.7s
    21  |    0.240035  |    0.561379  |     0.427581  |     86.20%  |  242.8s
    22  |    0.227586  |    0.568660  |     0.400215  |     86.25%  |  212.9s
    23  |    0.215940  |    0.582829  |     0.370503  |     86.18%  |  211.2s
    24  |    0.212251  |    0.593952  |     0.357353  |     86.26%  |  209.9s
    25  |    0.198259  |    0.626352  |     0.316530  |     85.64%  |  211.5s
    26  |    0.190316  |    0.633888  |     0.300237  |     85.95%  |  207.9s
    27  |    0.180662  |    0.666564  |     0.271034  |     85.45%  |  208.8s
    28  |    0.169642  |    0.659320  |     0.257298  |     85.95%  |  206.3s
    29  |    0.167894  |    0.741928  |     0.226295  |     84.03%  |  208.0s
    30  |    0.173632  |    0.678375  |     0.255954  |     86.13%  |  206.0s
    31  |    0.156163  |    0.706518  |     0.221033  |     85.67%  |  206.7s
    32  |    0.144810  |    0.710710  |     0.203754  |     86.10%  |  205.8s
    33  |    0.144490  |    0.722347  |     0.200028  |     86.21%  |  205.6s
    34  |    0.136602  |    0.759852  |     0.179774  |     85.51%  |  205.8s
    35  |    0.127865  |    0.805722  |     0.158696  |     84.93%  |  206.2s
    36  |    0.134471  |    0.800948  |     0.167890  |     85.69%  |  207.2s
    37  |    0.108246  |    0.790588  |     0.136919  |     86.06%  |  205.1s
    38  |    0.119698  |    0.839879  |     0.142518  |     85.32%  |  205.1s
    39  |    0.113268  |    0.825406  |     0.137227  |     85.60%  |  206.6s
    40  |    0.100538  |    0.851586  |     0.118059  |     85.62%  |  204.7s
    41  |    0.097349  |    0.940078  |     0.103554  |     84.44%  |  205.1s
    42  |    0.099208  |    0.869212  |     0.114136  |     85.77%  |  204.1s
    43  |    0.121069  |    0.872485  |     0.138763  |     85.66%  |  205.0s
    44  |    0.085462  |    0.953830  |     0.089598  |     84.60%  |  205.4s
    45  |    0.077916  |    0.901764  |     0.086404  |     86.12%  |  204.0s
    46  |    0.065276  |    0.938731  |     0.069536  |     85.96%  |  204.4s
    47  |    0.108768  |    0.967486  |     0.112423  |     85.39%  |  206.7s
    48  |    0.109930  |    0.927325  |     0.118545  |     85.87%  |  206.2s
    49  |    0.094586  |    0.931311  |     0.101562  |     85.83%  |  215.3s
    50  |    0.064929  |    0.953919  |     0.068066  |     86.27%  |  206.2s

    learn 0.01
    [ddl@King-George 2nd]$ python train_conv.py
Loading training data from: ../../data/train_32x32.mat
Loading training data done!
(73257, 3, 32, 32)
Greyscaling filter on the images...
Greyscaling filter done!
(73257, 1, 32, 32)
(73257, 1)
  InputLayer        	(None, 1, 32, 32)   	produces    1024 outputs
  Conv2DLayer       	(None, 8, 29, 29)   	produces    6728 outputs
  MaxPool2DLayer    	(None, 8, 15, 15)   	produces    1800 outputs
  Conv2DLayer       	(None, 16, 13, 13)  	produces    2704 outputs
  MaxPool2DLayer    	(None, 16, 7, 7)    	produces     784 outputs
  Conv2DLayer       	(None, 32, 5, 5)    	produces     800 outputs
  MaxPool2DLayer    	(None, 32, 3, 3)    	produces     288 outputs
  DenseLayer        	(None, 300)         	produces     300 outputs
  DenseLayer        	(None, 10)          	produces      10 outputs

 Epoch  |  Train loss  |  Valid loss  |  Train / Val  |  Valid acc  |  Dur
--------|--------------|--------------|---------------|-------------|-------
     1  |    2.246568  |    2.235995  |     1.004728  |     18.84%  |  370.2s
     2  |    2.233264  |    2.232244  |     1.000457  |     18.84%  |  320.2s
     3  |    2.228059  |    2.224379  |     1.001655  |     18.83%  |  319.9s
     4  |    2.214145  |    2.198705  |     1.007022  |     19.48%  |  317.4s
     5  |    2.160815  |    2.098701  |     1.029597  |     22.11%  |  316.2s
     6  |    1.970517  |    1.772328  |     1.111824  |     42.38%  |  313.0s
     7  |    1.575273  |    1.414264  |     1.113847  |     54.59%  |  313.3s
     8  |    1.201567  |    1.159536  |     1.036248  |     63.88%  |  311.4s
     9  |    0.980807  |    1.001573  |     0.979267  |     69.27%  |  312.1s
    10  |    0.860427  |    0.915150  |     0.940203  |     72.26%  |  311.6s
    11  |    0.785929  |    0.832480  |     0.944082  |     75.10%  |  314.0s
    12  |    0.733679  |    0.789730  |     0.929025  |     76.63%  |  310.3s
    13  |    0.693848  |    0.742914  |     0.933955  |     78.06%  |  314.0s
    14  |    0.661419  |    0.707595  |     0.934744  |     79.15%  |  309.4s
    15  |    0.634208  |    0.675365  |     0.939059  |     80.13%  |  309.6s
    16  |    0.611006  |    0.652418  |     0.936526  |     80.85%  |  310.4s
    17  |    0.590602  |    0.632427  |     0.933867  |     81.52%  |  308.9s
    18  |    0.572355  |    0.613891  |     0.932339  |     82.18%  |  311.8s
    19  |    0.556069  |    0.596450  |     0.932297  |     82.91%  |  318.4s
    20  |    0.541483  |    0.580835  |     0.932250  |     83.24%  |  319.7s
    21  |    0.528130  |    0.560977  |     0.941446  |     83.86%  |  226.2s
    22  |    0.515786  |    0.550981  |     0.936123  |     84.14%  |  225.0s
    23  |    0.504406  |    0.538912  |     0.935971  |     84.52%  |  234.6s
    24  |    0.493658  |    0.529668  |     0.932014  |     84.80%  |  225.7s
    25  |    0.483568  |    0.519478  |     0.930872  |     84.99%  |  225.7s
    26  |    0.474190  |    0.512188  |     0.925813  |     85.19%  |  224.9s
    27  |    0.465101  |    0.505453  |     0.920165  |     85.55%  |  226.0s
    28  |    0.456573  |    0.499641  |     0.913803  |     85.81%  |  224.0s
    29  |    0.448409  |    0.493342  |     0.908922  |     85.93%  |  225.6s
    30  |    0.440667  |    0.490453  |     0.898490  |     86.11%  |  226.4s
    31  |    0.433119  |    0.485347  |     0.892391  |     86.25%  |  227.1s
    32  |    0.426011  |    0.482131  |     0.883601  |     86.37%  |  225.2s
    33  |    0.418865  |    0.478903  |     0.874633  |     86.44%  |  224.2s
    34  |    0.412047  |    0.476173  |     0.865331  |     86.56%  |  226.5s
    35  |    0.405541  |    0.473081  |     0.857234  |     86.66%  |  225.8s
    36  |    0.399425  |    0.469856  |     0.850100  |     86.73%  |  224.7s
    37  |    0.393158  |    0.467396  |     0.841166  |     86.85%  |  223.6s
    38  |    0.387172  |    0.465890  |     0.831036  |     86.92%  |  223.7s
    39  |    0.381362  |    0.463943  |     0.822001  |     86.92%  |  224.8s
    40  |    0.375620  |    0.462332  |     0.812445  |     87.00%  |  224.8s
    41  |    0.370049  |    0.461283  |     0.802217  |     86.95%  |  223.2s
    42  |    0.364762  |    0.460012  |     0.792940  |     87.00%  |  223.5s
    43  |    0.359337  |    0.458218  |     0.784205  |     87.07%  |  226.6s
    44  |    0.354089  |    0.456622  |     0.775454  |     87.16%  |  226.5s
    45  |    0.349028  |    0.456307  |     0.764897  |     87.14%  |  223.4s
    46  |    0.344044  |    0.455724  |     0.754940  |     87.23%  |  224.4s
    47  |    0.338984  |    0.454631  |     0.745623  |     87.24%  |  225.0s
    48  |    0.334234  |    0.454258  |     0.735781  |     87.30%  |  226.5s
    49  |    0.329475  |    0.453829  |     0.725989  |     87.28%  |  224.4s
    50  |    0.324801  |    0.454007  |     0.715409  |     87.29%  |  229.7s

learn 0.05, filter sizes 5 and 4, pooling 2
    ubuntu@ip-10-0-0-236:~/csc2515h$ python train_conv.py
Loading training data from: data/train_32x32.mat
Loading training data done!
(73257, 3, 32, 32)
Greyscaling filter on the images...
Greyscaling filter done!
(73257, 1, 32, 32)
(73257, 1)
[0 8 1 ..., 0 5 8]
  InputLayer            (None, 1, 32, 32)       produces    1024 outputs
  Conv2DLayer           (None, 8, 28, 28)       produces    6272 outputs
  MaxPool2DLayer        (None, 8, 14, 14)       produces    1568 outputs
  Conv2DLayer           (None, 16, 11, 11)      produces    1936 outputs
  MaxPool2DLayer        (None, 16, 6, 6)        produces     576 outputs
  DenseLayer            (None, 300)             produces     300 outputs
  DenseLayer            (None, 10)              produces      10 outputs

 Epoch  |  Train loss  |  Valid loss  |  Train / Val  |  Valid acc  |  Dur
--------|--------------|--------------|---------------|-------------|-------
     1  |    2.150970  |    1.729227  |     1.243891  |     43.64%  |  122.6s
     2  |    1.161687  |    1.033201  |     1.124357  |     68.53%  |  122.7s
     3  |    0.773217  |    0.887733  |     0.871003  |     73.63%  |  123.2s
     4  |    0.633212  |    0.735127  |     0.861364  |     78.30%  |  123.8s
     5  |    0.544335  |    0.600795  |     0.906025  |     82.35%  |  123.5s
     6  |    0.482841  |    0.522245  |     0.924549  |     85.03%  |  123.2s
     7  |    0.437514  |    0.476549  |     0.918089  |     86.42%  |  123.3s
     8  |    0.402046  |    0.457046  |     0.879661  |     86.90%  |  123.5s
     9  |    0.372989  |    0.446069  |     0.836169  |     87.23%  |  123.5s
    10  |    0.347670  |    0.435211  |     0.798853  |     87.59%  |  123.3s
    11  |    0.324577  |    0.431495  |     0.752216  |     87.83%  |  123.7s
    12  |    0.304327  |    0.431816  |     0.704761  |     87.76%  |  123.3s
    13  |    0.285580  |    0.433060  |     0.659448  |     87.93%  |  124.0s
    14  |    0.267545  |    0.436603  |     0.612787  |     88.01%  |  124.0s
    15  |    0.250774  |    0.441087  |     0.568536  |     88.09%  |  124.0s
    16  |    0.234765  |    0.448195  |     0.523801  |     88.08%  |  123.7s
    17  |    0.220124  |    0.462894  |     0.475538  |     87.87%  |  123.6s

learn 0.05, filter sizes 5 and 4, pooling 3
 Epoch  |  Train loss  |  Valid loss  |  Train / Val  |  Valid acc  |  Dur
--------|--------------|--------------|---------------|-------------|-------
     1  |    2.153900  |    1.819165  |     1.184005  |     39.91%  |  73.2s
     2  |    1.310897  |    1.210961  |     1.082526  |     61.42%  |  73.1s
     3  |    0.910697  |    1.022534  |     0.890627  |     68.48%  |  73.3s
     4  |    0.770785  |    0.901809  |     0.854709  |     72.79%  |  73.3s
     5  |    0.688531  |    0.773107  |     0.890603  |     76.71%  |  73.4s
     6  |    0.628299  |    0.697886  |     0.900289  |     79.11%  |  73.3s
     7  |    0.582031  |    0.671131  |     0.867239  |     80.08%  |  73.3s
     8  |    0.544815  |    0.619067  |     0.880059  |     81.86%  |  73.3s
     9  |    0.513945  |    0.583194  |     0.881259  |     83.07%  |  73.4s
    10  |    0.487978  |    0.545851  |     0.893978  |     84.05%  |  73.4s
    11  |    0.465632  |    0.542517  |     0.858282  |     84.27%  |  73.4s
    12  |    0.445542  |    0.517934  |     0.860230  |     85.15%  |  73.4s
    13  |    0.428328  |    0.514602  |     0.832348  |     85.27%  |  73.5s
    14  |    0.412887  |    0.492878  |     0.837705  |     85.89%  |  73.4s
    15  |    0.398407  |    0.470167  |     0.847374  |     86.41%  |  73.4s
    16  |    0.385583  |    0.472520  |     0.816014  |     86.49%  |  73.4s
    17  |    0.373864  |    0.457492  |     0.817203  |     86.85%  |  73.4s
    18  |    0.361900  |    0.451337  |     0.801839  |     87.08%  |  73.4s
    19  |    0.351234  |    0.452265  |     0.776611  |     87.11%  |  73.5s
    20  |    0.341319  |    0.444509  |     0.767856  |     87.33%  |  73.4s
    21  |    0.331398  |    0.440456  |     0.752398  |     87.42%  |  73.4s
    22  |    0.322575  |    0.440584  |     0.732154  |     87.52%  |  73.5s
    23  |    0.313455  |    0.439573  |     0.713088  |     87.59%  |  73.5s
    24  |    0.305338  |    0.437349  |     0.698156  |     87.67%  |  73.5s
    25  |    0.297363  |    0.437887  |     0.679087  |     87.63%  |  73.5s
    26  |    0.289284  |    0.440876  |     0.656157  |     87.62%  |  73.4s
    27  |    0.281667  |    0.437277  |     0.644140  |     87.89%  |  73.5s
    28  |    0.274025  |    0.437129  |     0.626873  |     87.93%  |  73.4s
    29  |    0.267066  |    0.442492  |     0.603551  |     87.88%  |  73.5s
    30  |    0.260028  |    0.440759  |     0.589955  |     87.93%  |  73.5s
    31  |    0.253476  |    0.444222  |     0.570605  |     87.98%  |  73.5s
    32  |    0.246892  |    0.447178  |     0.552111  |     88.13%  |  73.4s
    33  |    0.240456  |    0.451796  |     0.532222  |     88.01%  |  73.4s
    34  |    0.234221  |    0.455916  |     0.513737  |     88.02%  |  73.5s
    35  |    0.227480  |    0.459896  |     0.494633  |     88.01%  |  73.4s

learn 0.05, filter sizes 5 and 4, pooling 4
Greyscaling filter done!
(73257, 1, 32, 32)
(73257, 1)
[0 8 1 ..., 0 5 8]
  InputLayer            (None, 1, 32, 32)       produces    1024 outputs
  Conv2DLayer           (None, 8, 28, 28)       produces    6272 outputs
  MaxPool2DLayer        (None, 8, 7, 7)         produces     392 outputs
  Conv2DLayer           (None, 16, 4, 4)        produces     256 outputs
  MaxPool2DLayer        (None, 16, 1, 1)        produces      16 outputs
  DenseLayer            (None, 300)             produces     300 outputs
  DenseLayer            (None, 10)              produces      10 outputs

 Epoch  |  Train loss  |  Valid loss  |  Train / Val  |  Valid acc  |  Dur
--------|--------------|--------------|---------------|-------------|-------
     1  |    2.236602  |    2.227862  |     1.003923  |     18.84%  |  47.2s
     2  |    2.202291  |    2.153840  |     1.022495  |     21.53%  |  47.4s
     3  |    2.131156  |    2.031159  |     1.049232  |     29.45%  |  47.5s
     4  |    1.950847  |    1.759056  |     1.109031  |     39.76%  |  47.6s
     5  |    1.616755  |    1.526670  |     1.059007  |     48.89%  |  47.7s
     6  |    1.350059  |    1.414189  |     0.954653  |     52.79%  |  47.8s
     7  |    1.197956  |    1.270603  |     0.942825  |     58.18%  |  47.8s
     8  |    1.088841  |    1.173775  |     0.927641  |     62.29%  |  47.9s
     9  |    1.005141  |    1.085388  |     0.926066  |     65.62%  |  47.9s
    10  |    0.941570  |    1.026334  |     0.917411  |     67.81%  |  47.9s
    11  |    0.889694  |    0.949265  |     0.937244  |     70.40%  |  47.9s
    12  |    0.849573  |    0.921839  |     0.921606  |     71.20%  |  48.0s
    13  |    0.818394  |    0.913655  |     0.895736  |     71.40%  |  47.9s
    14  |    0.792638  |    0.891622  |     0.888984  |     72.11%  |  47.9s
    15  |    0.770497  |    0.857104  |     0.898954  |     73.21%  |  47.9s
    16  |    0.752296  |    0.853741  |     0.881176  |     73.20%  |  47.9s
    17  |    0.735411  |    0.836719  |     0.878922  |     73.74%  |  47.9s
    18  |    0.720884  |    0.860114  |     0.838126  |     72.99%  |  47.8s



learn: 0.01, 500 hidden units
    [ddl@King-George 2nd]$ python train_conv.py
Loading training data from: ../../data/train_32x32.mat
Loading training data done!
(73257, 3, 32, 32)
Greyscaling filter on the images...
Greyscaling filter done!
(73257, 1, 32, 32)
(73257, 1)
  InputLayer            (None, 1, 32, 32)       produces    1024 outputs
  Conv2DLayer           (None, 8, 29, 29)       produces    6728 outputs
  MaxPool2DLayer        (None, 8, 15, 15)       produces    1800 outputs
  Conv2DLayer           (None, 16, 13, 13)      produces    2704 outputs
  MaxPool2DLayer        (None, 16, 7, 7)        produces     784 outputs
  Conv2DLayer           (None, 32, 5, 5)        produces     800 outputs
  MaxPool2DLayer        (None, 32, 3, 3)        produces     288 outputs
  DenseLayer            (None, 500)             produces     500 outputs
  DenseLayer            (None, 10)              produces      10 outputs

 Epoch  |  Train loss  |  Valid loss  |  Train / Val  |  Valid acc  |  Dur
--------|--------------|--------------|---------------|-------------|-------
     1  |    2.249943  |    2.237369  |     1.005620  |     18.84%  |  299.7s
     2  |    2.235217  |    2.235532  |     0.999859  |     18.84%  |  298.9s
     3  |    2.233138  |    2.233060  |     1.000035  |     18.84%  |  299.4s
     4  |    2.229906  |    2.228494  |     1.000634  |     18.85%  |  298.2s
     5  |    2.222369  |    2.215762  |     1.002982  |     19.28%  |  293.5s
     6  |    2.195484  |    2.158920  |     1.016937  |     23.12%  |  292.3s
     7  |    2.072405  |    1.986109  |     1.043449  |     28.33%  |  291.8s
     8  |    1.758635  |    1.696833  |     1.036422  |     43.73%  |  291.4s
     9  |    1.388333  |    1.498778  |     0.926310  |     51.81%  |  291.1s
    10  |    1.098256  |    1.140027  |     0.963359  |     64.19%  |  291.3s
    11  |    0.909355  |    0.916138  |     0.992596  |     72.15%  |  293.7s
    12  |    0.795721  |    0.824453  |     0.965150  |     75.32%  |  292.8s
    13  |    0.723441  |    0.752021  |     0.961995  |     77.54%  |  288.1s
    14  |    0.672345  |    0.712565  |     0.943556  |     78.80%  |  288.5s
    15  |    0.633312  |    0.674719  |     0.938632  |     80.09%  |  287.2s
    16  |    0.601321  |    0.641333  |     0.937612  |     81.18%  |  290.2s
    17  |    0.573815  |    0.618507  |     0.927742  |     81.79%  |  290.7s
    18  |    0.550133  |    0.595832  |     0.923301  |     82.75%  |  288.9s
    19  |    0.529152  |    0.577561  |     0.916183  |     83.30%  |  288.3s
    20  |    0.510699  |    0.560365  |     0.911368  |     83.81%  |  287.7s
    21  |    0.494084  |    0.545844  |     0.905174  |     84.37%  |  288.7s
    22  |    0.478982  |    0.529903  |     0.903905  |     84.92%  |  288.1s
    23  |    0.464967  |    0.518538  |     0.896689  |     85.34%  |  253.8s
    24  |    0.452094  |    0.507840  |     0.890230  |     85.63%  |  201.2s
    25  |    0.440081  |    0.498043  |     0.883620  |     85.85%  |  200.7s
    26  |    0.429071  |    0.490405  |     0.874933  |     86.15%  |  201.2s
    27  |    0.418466  |    0.484972  |     0.862866  |     86.31%  |  201.2s
    28  |    0.408474  |    0.478090  |     0.854387  |     86.54%  |  201.0s
    29  |    0.398979  |    0.473584  |     0.842468  |     86.76%  |  200.9s
    30  |    0.389905  |    0.469124  |     0.831135  |     86.90%  |  203.1s
    31  |    0.381286  |    0.463166  |     0.823215  |     87.06%  |  200.3s
    32  |    0.373123  |    0.459226  |     0.812503  |     87.20%  |  200.8s
    33  |    0.365099  |    0.457023  |     0.798863  |     87.30%  |  201.0s
    34  |    0.357506  |    0.454220  |     0.787076  |     87.43%  |  200.8s
    35  |    0.350059  |    0.451452  |     0.775407  |     87.53%  |  200.7s
    36  |    0.342770  |    0.448912  |     0.763557  |     87.57%  |  200.6s
    37  |    0.335912  |    0.445209  |     0.754505  |     87.74%  |  201.0s
    38  |    0.329133  |    0.444726  |     0.740080  |     87.77%  |  200.6s
    39  |    0.322648  |    0.443271  |     0.727880  |     87.79%  |  200.7s
    40  |    0.315982  |    0.441732  |     0.715326  |     87.89%  |  201.0s
    41  |    0.309627  |    0.443005  |     0.698926  |     87.97%  |  200.6s
    42  |    0.303430  |    0.442493  |     0.685729  |     88.01%  |  200.7s
    43  |    0.297200  |    0.442471  |     0.671681  |     88.07%  |  201.0s
    44  |    0.291196  |    0.441248  |     0.659938  |     88.05%  |  200.9s
    45  |    0.285390  |    0.440710  |     0.647568  |     88.14%  |  200.7s
    46  |    0.279601  |    0.440468  |     0.634780  |     88.14%  |  201.1s
    47  |    0.273947  |    0.439994  |     0.622616  |     88.21%  |  200.5s
    48  |    0.268419  |    0.439763  |     0.610371  |     88.18%  |  200.8s
    49  |    0.263052  |    0.441371  |     0.595990  |     88.10%  |  200.9s
    50  |    0.257731  |    0.441586  |     0.583650  |     88.15%  |  200.7s
    51  |    0.252525  |    0.442899  |     0.570164  |     88.12%  |  200.7s
    52  |    0.247187  |    0.444352  |     0.556286  |     88.14%  |  200.7s
    53  |    0.241953  |    0.445662  |     0.542907  |     88.11%  |  200.8s
    54  |    0.237009  |    0.447772  |     0.529306  |     88.18%  |  200.7s
    55  |    0.231849  |    0.450382  |     0.514784  |     88.17%  |  200.9s
    56  |    0.226911  |    0.452404  |     0.501568  |     88.16%  |  200.5s
    57  |    0.222058  |    0.453852  |     0.489274  |     88.15%  |  200.9s
    58  |    0.217326  |    0.455815  |     0.476787  |     88.12%  |  200.8s
    59  |    0.212510  |    0.458335  |     0.463657  |     88.09%  |  201.0s
    60  |    0.207965  |    0.460838  |     0.451276  |     88.15%  |  200.6s
    61  |    0.203095  |    0.464102  |     0.437609  |     88.17%  |  202.0s
    62  |    0.198499  |    0.467202  |     0.424867  |     88.18%  |  200.7s
    63  |    0.193900  |    0.470799  |     0.411853  |     88.13%  |  200.7s
    64  |    0.189254  |    0.474261  |     0.399051  |     88.07%  |  200.4s
    65  |    0.184685  |    0.479563  |     0.385111  |     88.13%  |  200.3s
    66  |    0.180316  |    0.482843  |     0.373447  |     88.09%  |  200.7s
    67  |    0.175782  |    0.488891  |     0.359554  |     88.09%  |  200.7s
